Index,Nombre1,Nombre2,Nombre3,Direccion1,Direccion2,Direccion3,Colonia,MunicipioDel,CP,EntreCalle1,EntreCalle2,Estado,NombComp
824,KIRKLAM SEGURIDAD PR,IVADA SA DE CV,,GRAL PEDRO ANTONIO DE LOS SANTOS,85,,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,11850,GRAN ANTONIO LEON,JOSE MA TORNEL,CDMX,KIRKLAM SEGURIDAD PRIVADA  SA DE CV
825,GRUPO MATBER SA DE C,V,,FRIDA KAHLO,195,702,DEL VALLE SECT ORIEN,SAN PEDRO GARZA GARCIA,66269,RUFINO TAMAYO,PTO CASTILLA,Nuevo Leon,GRUPO MATBER  SA DE CV
826,FRACELLO SA DE CV,,,FILIPINAS,206,3,PORTALES,BENITO JUAREZ,3300,VICTOR HUGO,NECAXA,CDMX,FRACELLO  SA DE CV
827,GRUPO INTRELURVI SA,DE CV,,CLL JOSE ANTONIO TORRES,823,DEP 102,VIADUCTO PIEDAD,IZTACALCO,8200,ROLE,DIGITAL,CDMX,GRUPO INTRELURVI  SA DE CV
828,SOLIDA INTEGRA SA DE,CV,,GOMEZ PALACIO,1111,,VICTORIA DE DURANGO CENTRO,DURANGO,34000,,,Durango,SOLIDA INTEGRA SA DE CV
829,PRODUCTOS SELECTOS D,ON CRUZ#SA DE CV,,BLOCK B BODEGA 5,SN,,GUADALUPE,DURANGO,34220,MERCADO,DE ABASTOS,Durango,PRODUCTOS SELECTOS DON CRUZ SA DE CV
830,SERVICIOS DE SEGURID,AD PRIVADA Y CONSULT,ORIA PARA P SA DE CV,JESUS VIRCHIZ MANZANA A,LOTE 13,107,CENTRO URBANO,CUAUTITLAN IZCALLI,54700,AVE 1RO DE MAYO,TEMOAYA,Estado de Mexico,SERVICIOS DE SEGURIDAD PRIVADA Y CONSULTORIA PARA P  SA DE CV
831,TECNOINDUSTRIAS PADI,LLA SA DE CV,,DR BARRAGAN,336,,DOCTORES,CUAUHTEMOC,6720,DR GOMEZ SANTOS,AV CENTRAL,CDMX,TECNOINDUSTRIAS PADILLA  SA DE CV
832,FUNDICIONES ALTZAIRU,#SA DE CV,,HERMENEGILDO GALEANA,3,,SAN JUAN IXHUATEPEC,TLALNEPANTLA DE BAZ,54180,HERMENEGILDO,GALEANA,Estado de Mexico,FUNDICIONES ALTZAIRU SA DE CV
833,COMERCIAL PIEDRAS NE,GRAS#SA DE CV,,E CARRANZA,1213,,BUENA VISTA NORTE,PIEDRAS NEGRAS,26040,BORDO DE LA DEFENSA,TEPIC,Coahuila,COMERCIAL PIEDRAS NEGRAS SA DE CV
834,PROMOTION OPERADORA,DE PROMOCIONES SA DE,CV,COLON OTE,3820,,AGRICOLA,MONTERREY,64590,,,Nuevo Leon,PROMOTION OPERADORA DE PROMOCIONES SA DE CV
835,TALLER MELENDEZ Y HE,RMANOS#SA DE CV,,PRIVADA JUAN ESCUTIA,405,1,NOMBRE DE DIOS,CHIHUAHUA,31110,CALLE CUARTA,CALLE 6 TA,Chihuahua,TALLER MELENDEZ Y HERMANOS SA DE CV
836,EUROTRONICS SA DE CV,,,GENERAL MARIANO ARISTA,54,10,ARGENTINA PONIENTE,MIGUEL HIDALGO,11230,SAN BARTOLO,AV MEXICO TACUBA,CDMX,EUROTRONICS  SA DE CV
837,INGENIO ULTRASONICO,SALUS SA DE CV,,ZOLTAN KODALY,86,3,SAN SIMON TOLNAHUAC,CUAUHTEMOC,6920,MARTINELLI,TOLNAHUAC,CDMX,INGENIO ULTRASONICO SALUS  SA DE CV
838,HILMART ADITIVOS PAR,A LA CONSTRUCCION SA,DE CV,HIDALGO,61,,EL TANQUE,LA MAGDALENA CONTRERAS,10320,SUR,,CDMX,HILMART ADITIVOS PARA LA CONSTRUCCION SA DE CV
839,MUNDO DE INTERIORES,SA DE CV,,AV PROLONGACION PASEO DE LA REFORMA,400,LOCSA18,SANTA FE,ALVARO OBREGON,1210,MANUEL SANDOVAL,VASCO DE QUIROGA,CDMX,MUNDO DE INTERIORES  SA DE CV
840,"GREGORIO GRIMALDO,SA",DE CV,,CALLE 2,557,,COL FRANCISCO I MADE,MIGUEL HIDALGO,11480,ESQ RIO SAN JOAQUIN,CALLE 6,CDMX,"GREGORIO GRIMALDO, SA DE CV"
841,COINCAT SA DE CV,,,CALLE CERRO CHICO,105,,COLINAS DEL PADRE 2DA SECC,ZACATECAS,98085,CERRO CHICO,AIRES,Zacatecas,COINCAT  SA DE CV
842,"PC LINE,SA DE CV",,,MANUEL CANO,71,,FUENTES DE VALLADOLID,MORELIA,58178,S,S,Michoacan,"PC LINE, SA DE CV"
843,TAXI AEREO DE MORELI,A#SA DE CV,,KM 27 CARR MORELIA ZINAPECUARO,SN,,ALVARO OBREGON,ALVARO OBREGON,58920,AEROPUERTO,AEROPUERTO,Michoacan,TAXI AEREO DE MORELIA SA DE CV
844,GRUPO FAGUI SA DE CV,,,CARRETERA CONOCIDO,SN,,SAN JOAQUIN MORELOS,TLALPUJAHUA,61072,UNO BB,DOS AA,Michoacan,GRUPO FAGUI  SA DE CV
845,"PROGRAPHIC,SA DE CV",,,JULIAN CARRILLO,230,,DEL VALLE,SAN LUIS POTOSI,78200,PP,PPP,San Luis Potosi,"PROGRAPHIC, SA DE CV"
846,"ESTOPAS DE CALIDAD,",S#A# DE C#V#,,JOSE DE GALVEZ,218,,VILLAS DEL POTOSI,SOLEDAD DE GRACIANO SANCHEZ,78438,,,San Luis Potosi,"ESTOPAS DE CALIDAD,  SA DE CV"
847,INSTALACIONES ASESOR,IA Y CONSTRUCCION SA,SER SA DE CV,MANUEL VARELA,371,,IGNACIO ZARAGOZA,MORELIA,58110,ANTONIO ALVAREZ,AV DEL QUINCEO,Michoacan,INSTALACIONES ASESORIA Y CONSTRUCCION SASER  SA DE CV
848,MEDICA D SA DE CV,,,LAGO PEYPUS,231,1ER PISO,ANAHUAC I SECCION,MIGUEL HIDALGO,11320,LAGO BOLSENA,LAGUNA DE TERMINOS,CDMX,MEDICA D  SA DE CV
849,4PRESS SA DE CV,,,AVENIDA SAN ISIDRO,50,,SAN FRANCISCO TETECA,AZCAPOTZALCO,2730,SANTO DOMINGO,SAN FRANCISCOO,CDMX,4PRESS  SA DE CV
850,ESPACIOS PARA PUBLIC,IDAD SA DE CV,,HACIENDA MAZATEPEC,116,,RINCONADA COAPA 1A SECCION,TLALPAN,14330,A,B,CDMX,ESPACIOS PARA PUBLICIDAD  SA DE CV
851,J.M. ARQUITECTOS Y A,SOCIADOS SA DE CV,,AV MEXICO,121,CASA A,AGRICOLA PANTITLAN,IZTACALCO,8100,TRES,CUATRO,CDMX,J.M. ARQUITECTOS Y ASOCIADOS  SA DE CV
852,RECUPERADORA DE CHAT,ARRA MAR# SA DE CV,,AV ANILLO DE CIRCUNVALACION,MZ27,LT290,ZONA URBANA EJIDAL S,IZTAPALAPA,9570,PROF OTILIO MONTANO,ABRAHAM GONZALEZ,CDMX,RECUPERADORA DE CHATARRA MAR  SA DE CV
853,TEJAS Y MAS SA DE CV,,,L CARDENAS,434,,PUREPERO DE ECHAIZ,PUREPERO,58760,CENTRO,CENTRO,Michoacan,TEJAS Y MAS  SA DE CV
854,BM EDIFICACIONES Y P,ROYECTOS SA DE CV,,GONZALEZ LOBO,799,,REPUBLICA ORIENTE,SALTILLO,25280,,,Coahuila,BM EDIFICACIONES Y PROYECTOS  SA DE CV
855,"KRISTAL CANCELERIA,S",A DE CV,,CORONA PTE,665,,SALTILLO CENTRO,SALTILLO,25000,AVENIDA,PRINCIPAL,Coahuila,"KRISTAL CANCELERIA, SA DE CV"
856,FLEXOPRESS SA DE CV,,,HAMBURGO,1272,,VIRREYES OBRERA,SALTILLO,25220,UNO,DOS,Coahuila,FLEXOPRESS  SA DE CV
857,RESTAURANT LOS CORRA,LES SA DE CV,,FRONTERA,600,,GUADALUPE,MONCLOVA,25750,GUANAJUATO,UNO,Coahuila,RESTAURANT LOS CORRALES  SA DE CV
858,GENESIS ASESORIA Y S,ERVICIOS# S#A# DE C#,V#,CIRCUNVALACION DIVISION DEL NTE,688,,JARDINES ALCALDE,GUADALAJARA,44298,JUAN ZUVARAN,CALLE,Jalisco,GENESIS ASESORIA Y SERVICIOS  SA DE CV
859,PUENTES Y MANIOBRAS,SA DE CV,,HACIENDA DEL MONTE PONIENTE,96,PB,HACIENDA REAL,TONALA,45426,HACIENDA DEL ROBLEDAL,HACIENDA DEL MONTE,Jalisco,PUENTES Y MANIOBRAS  SA DE CV
860,GALINDO TASADORES S,DE RL DE CV,,NAJERA HERRERA,1742,,MEZQUITAN COUNTRY,GUADALAJARA,44260,IGNACIO RAMIREZ,CHILARDI,Jalisco,GALINDO TASADORES S DE RL DE CV
861,SOLUCIONES INTEGRALE,S MEDICAS SA DE CV,,PABLO PICASSO,513,,JARDINES DE ORIENTE,LEON,37257,JUDEA,V VALTIERRA,Guanajuato,SOLUCIONES INTEGRALES MEDICAS  SA DE CV
862,COMERCIALIZADORA QUA,LITY HEALTH SA DE CV,,AV LA CALMA,3483,,LA CALMA,ZAPOPAN,45070,VOLCAN VESUBIO,AV PATRIA,Jalisco,COMERCIALIZADORA QUALITY HEALTH  SA DE CV
863,BEAUTIX SA DE CV,,,AV CARLOS CANSECO,5991,LOCAL 1,MARINA MAZATLAN,MAZATLAN,82103,MARINA,ADELANTE LIGA MAZATLAN,Sinaloa,BEAUTIX  SA DE CV
864,CONSOLIDADOS Y TRANS,PORTES EXPRESS DE MA,NZANILLO SA DE CV,CALZ DEL CAMPESINO,134,,EL MORALETE,COLIMA,28060,L GUTIERREZ,VICENTE GUERRERO,Colima,CONSOLIDADOS Y TRANSPORTES EXPRESS DE MANZANILLO  SA DE CV
865,TAP LOGISTICA SA DE,CV,,BLVD MIG DE LA MADRID HURTADO,426,,TAPEIXTLES,MANZANILLO,28239,,,Colima,TAP LOGISTICA  SA DE CV
866,"BEEF MARKET TIF, SA",DE CV,,ATLANTICO,2,,DEL MAR,MANZANILLO,28218,BLVD COSTERO MMH,ATLANTICO,Colima,"BEEF MARKET TIF,  SA DE CV"
867,MICAZA SA DE CV,,,FEDERICO DEL TORO,829,,MANSIONES DEL REAL,CIUDAD GUZMAN,49010,AGUSTIN MELGAR,AV UNIVERSIDAD,Jalisco,MICAZA  SA DE CV
868,PLAZA DEL RIO SA DE,CV,,HIDALGO,116,,PUERTO VALLARTA CENT,PUERTO VALLARTA,48300,AGUSTIN RODRIGUEZ,ENCINO,Jalisco,PLAZA DEL RIO  SA DE CV
869,LUNG HEING SA DE CV,,,BLV LIC GUSTAVO DIAZ ORDAZ,1148,,JARDINES DE IRAPUATO,IRAPUATO,36660,,,Guanajuato,LUNG HEING  SA DE CV
870,COMERCIALIZADORA  Y,MAQUINADOS JL SA DE,CV,AVENIDA OLIVOS,215,,JARDINES DE LA CRUZ,AGUASCALIENTES,20250,OLIVOS,SAN IGNACIO,Aguascalientes,COMERCIALIZADORA Y MAQUINADOS JL  SA DE CV
871,TURIPAQUETES SA DE C,V,,BOULEVARD JOSE MARIA CHAVEZ,123,L31 PB,ZONA CENTRO,AGUASCALIENTES,20000,RAYON,NIETO,Aguascalientes,TURIPAQUETES  SA DE CV
872,FERRETERIA PLASCENCI,A SA DE CV,,SALIDA DE LOS GOMEZ,102,,EL DURAZNAL,LEON,37320,CALLE,PRINCIPAL,Guanajuato,FERRETERIA PLASCENCIA  SA DE CV
873,CORPORATIVO PROCURE,DE PROTECCION  SA DE,CV,VALLE DE SENORA,122,,VALLE DEL CAMPESTRE,LEON,37150,BLVD CAMPESTRE,CALLE MANANTIAL,Guanajuato,CORPORATIVO PROCURE DE PROTECCION SA DE CV
874,"DISENOS D ALBA,SA DE",CV,,RAMON CORONA,131,,EL ROSARIO,ENCARNACION DE DIAZ,47270,MATAMOROS,C DEL MUERTO,Jalisco,"DISENOS D ALBA, SA DE CV"
875,BIG ESPINOZA SA DE C,V,,CALZ SUAVE PATRIAS,30,,JEREZ CENTRO,JEREZ,99300,UNO,DOS,Zacatecas,BIG ESPINOZA  SA DE CV
876,VINY TEC SA DE CV,,,SAN ROQUE,65,,LOS FRESNOS,QUERETARO,76150,FELIPE ANGELES A,BCDEF,Queretaro,VINY TEC  SA DE CV
877,PROYECTOS DE INGENIE,RIA EDIFICACION Y OB,RAS  SA DE CV,TECAMACHALCO,107,,LA PAZ,PUEBLA,72160,,,Puebla,PROYECTOS DE INGENIERIA EDIFICACION Y OBRAS  SA DE CV
878,AGUAS DE ISRAEL SA D,E CV,,CALLE 5 B SUR,5510,,VILLA ENCANTADA,PUEBLA,72440,CALLE 57 PONIENTE,CALLE 55 PONIENTE,Puebla,AGUAS DE ISRAEL  SA DE CV
879,SOLUCIONES GLOBALES,DE CALIDAD Y SERVICI,O DE PUEBLA SA DE CV,CLL 33 SUR,3512,EDI 2 A,HEROICA PUEBLA DE ZA,PUEBLA,72400,EL VERGEL,2,Puebla,SOLUCIONES GLOBALES DE CALIDAD Y SERVICIO DE PUEBLA  SA DE CV
880,ALQUERIA DE CARRION,SA DE CV,,NICOLAS BRAVO,2,,ATLIXCO CENTRO,ATLIXCO,74200,AV INDEPENDENCIA,2 SUR,Puebla,ALQUERIA DE CARRION  SA DE CV
881,FUNDICION DE PIEZAS,METALICAS DE ORIENTE,SA DE CV,CORREGIDORA,24,,MIRAVALLE,PUEBLA,72014,FRANCISCO I MADERO,PROL BENITO JUAREZ,Puebla,FUNDICION DE PIEZAS METALICAS DE ORIENTE SA DE CV
882,ALUMEDEX SA DE CV,,,AVENIDA VIOLESTAS,212,,BUGAMBILIAS,PUEBLA,72580,UNO,TRES,Puebla,ALUMEDEX  SA DE CV
883,GASOLINERA LOS ANGEL,ES DE HUEJOTZINGO S#,A# DE C#V#,BV FORJADORES DE PUEBLA,KM107 4,,SANTIAGO MOMOXPAN,SAN PEDRO CHOLULA,72775,FRENTE A GASOLINERA LA CA,Y GASERA,Puebla,GASOLINERA LOS ANGELES DE HUEJOTZINGO  SA DE CV
884,VETERINARIA NU#EZ DE,POZA RICA SA DE CV,,6 NTE,20,,OBRERA,POZA RICA DE HIDALGO,93260,6NTE,8OTE,Veracruz,VETERINARIA NUEZ DEPOZA RICA  SA DE CV
885,DISTRIBUIDORA ELECTR,ICA DE ATLACOMULCO,SA DE CV,HIDALGO,26,,CENTRO,ATLACOMULCO,50450,MORELOS,VILLADA,Estado de Mexico,DISTRIBUIDORA ELECTRICA DE ATLACOMULCO  SA DE CV
886,AGUA ELECTROPURIFICA,DA JOJUTLA SA DE CV,,MIGUEL HIDALGO,401,,CUAUHTEMOC,JOJUTLA,62900,BARTOLOME DE LAS CAS,VICENTE GUERRERO,Morelos,AGUA ELECTROPURIFICADA JOJUTLA  SA DE CV
887,DULCES MIXTOS DE B C,S DE RL DE CV,,ARANJUEZ,22749,3,VILLAFONTANA,TIJUANA,22205,VENECIA,DE LAS AGUAS,Baja California,DULCES MIXTOS DE B CS DE RL DE CV
888,ARQHEX SA DE CV,,,BLVD DIAZ ORDAZ,918,########,GUILLEN,TIJUANA,22106,UNO,DOS,Baja California,ARQHEX  SA DE CV
889,SERVICIOS LA JOLLA S,A DE CV,,BLVD DIAZ ORDAZ,17801,100,LA JOYA,TIJUANA,22645,AVE LA JOLLA ESQ,ESQ LA JOYA,Baja California,SERVICIOS LA JOLLA  SA DE CV
890,SUINSA INDUSTRIAL SU,PPLY SA DE CV,,MISION STO TOMAS,18404,204,KINO,TIJUANA,22223,INSURGENTES,MISION STO TOMAS,Baja California,SUINSA INDUSTRIAL SUPPLY  SA DE CV
891,CONSTRUCTORA ANAMARK,#SA DE CV,,AVENIDA MICHOACAN,221,,SAN BENITO,HERMOSILLO,83190,REFORMA,GUADALUPE VICTORIA,Sonora,CONSTRUCTORA ANAMARK SA DE CV
892,REYES TIENDA VAQUERA,SA DE CV,,JUAREZ,27,,CENTRO,HERMOSILLO,83000,ESQ SONORA,T REYES,Sonora,REYES TIENDA VAQUERA SA DE CV
893,TRANSERVICIOS TERRES,TRES 2 PJ SA DE CV,,SIERRA  BONITA ESTE,13,,SIERRA VISTA,HERMOSILLO,83147,CDA,CDA,Sonora,TRANSERVICIOS TERRESTRES 2 PJ  SA DE CV
894,ALSO MONTACARGAS Y E,QUIPOS SA DE CV,,LUZ VALENCIA,786,,MINIPARQUE INDUSTRIA,HERMOSILLO,83118,GAHUDIEL ZAMORANO,ESQ,Sonora,ALSO MONTACARGAS Y EQUIPOS  SA DE CV
895,"ALFA MOTRIZ,SA DE CV",,,CARR JOROBAS TULA KM 32 5,SN,,EL LLANO 2DA SECC,TULA DE ALLENDE,42800,EL LLANO,TULA,Hidalgo,"ALFA MOTRIZ, SA DE CV"
896,"ZAPATERIAS COLONIAL,",S#A# DE C#V#,,HIDALGO,SN,,TULA DE ALLENDE CENTRO,TULA DE ALLENDE,42800,ESQ MORELOS,HIDALGO,Hidalgo,"ZAPATERIAS COLONIAL, SA DE CV"
897,ELECTROMECANICA TOLL,AN SA DE CV,,BOULEVARD VALLE DE SAN JAVIER,903,3ER PISO,VALLE DE SAN JAVIER,PACHUCA DE SOTO,42086,IGNACIO ALTAMIRANO,GOMEZ FARIAS,Hidalgo,ELECTROMECANICA TOLLAN  SA DE CV
898,ESIM ELECTROTECNIA Y,SERVICIOS DE INGENI,ERIA SA DE CV,AGUSTIN MELGAR,24,,EL PLAN,TULA DE ALLENDE,42830,PRINCIPAL,SAN MARCOS,Hidalgo,ESIM ELECTROTECNIA YSERVICIOS DE INGENI ERIA  SA DE CV
899,POWERSTEIN SA DE CV,,,RIO MISSISSIPPI OTE,323,,DEL VALLE,SAN PEDRO GARZA GARCIA,66220,RIO MOCTEZUMA,RIO ROSAS,Nuevo Leon,POWERSTEIN  SA DE CV
900,QUALITY CONCRETE ECN,OBA SA DE CV,,AV INSURGENTES SUR,1783,102,GUADALUPE INN,ALVARO OBREGON,1020,FRANCIA,ELORDUY,CDMX,QUALITY CONCRETE ECNOBA  SA DE CV
901,DISTRIBUIDORA MARCOR,O DEL SURESTE SA DE,CV,CALLE 57,510,1,MERIDA CENTRO,MERIDA,97000,62,64,Yucatan,DISTRIBUIDORA MARCORO DEL SURESTE  SA DE CV
902,GRAN DIVERSION SA DE,CV,,IGNACIO ZARAGOZA MZ 19,LT 10,,IGNACIO ALLENDE,ECATEPEC DE MORELOS,55149,AV CENTRAL,HALCONES,Estado de Mexico,GRAN DIVERSION SA DE CV
903,J J XOOL ORDO#EZ SA,DE CV,,C 10,512,,CORTES SARMIENTO,MERIDA,97168,C 63 A,C 63B,Yucatan,J J XOOL ORDOEZ  SA DE CV
904,INGENIERIA Y CONSTRU,CCIONES ELECTRICO IN,STRUMENTOS SA DE CV,ORQUIDEA,1710,,LAS MARGARITAS,ALTAMIRA,89604,CALLE JAZMIN,CALLE AZUCENA,Tamaulipas,INGENIERIA Y CONSTRUCCIONES ELECTRICO INSTRUMENTOS  SA DE CV
905,GRUPO INTERVENTAS SA,DE CV,,CIRCUITO CENTRAL,160,,PARQUE INDUSTRIAL LA,GOMEZ PALACIO,35078,LAZARO CARDENAS,CTO CENTRAL,Durango,GRUPO INTERVENTAS SA DE CV
906,TOROSQUI SA DE CV,,,CALLE 4,124   A,,RUSTICA XALOSTOC,ECATEPEC DE MORELOS,55340,CALLE 3,CALLE 2,Estado de Mexico,TOROSQUI  SA DE CV
907,PROCESADORA INDUSTRI,AL DE MUEBLES SA DE,CV,AVE HIDALGO NTE,1800,,GLORIA MENDIOLA,LINARES,67715,FIDEL VELAZQUEZ,CAM A LA CONCHA,Nuevo Leon,PROCESADORA INDUSTRIAL DE MUEBLES  SA DE CV
908,TRANSPORTES MINEROS,DE COAHUILA#SA DE CV,,LIBRAMIENTO CARLOS SALINAS DE GORTARI,KM 1 5,KM 1 5,COL ASTURIAS,MONCLOVA,25790,,,Coahuila,TRANSPORTES MINEROS DE COAHUILA SA DE CV
909,CONTRAKTOR INGENIERO,S  SA DE CV,,NELSON,421,102,RESIDENCIAL JUAN MANUEL,GUADALAJARA,44680,JUSTICIA,ANGULO,Jalisco,CONTRAKTOR INGENIEROS  SA DE CV
910,SOL REY INSTALACIONE,S# S#A# DE C#V#,,EMILIANO ZAPATA,39,,SAN JOSE DEL QUINCE,EL SALTO,45680,CONSTITUCION,SIN DATO,Jalisco,SOL REY INSTALACIONES  SA DE CV
911,REFACCIONES HIDRAULI,CAS DE OCCIDENTE# SA,DE CV,SOLIDARIDAD IBEROAMERICANA,2855,,LAS PINTITAS,EL SALTO,45693,CARRETERA A CHAPALA,CARRETERA A CHAPALA,Jalisco,REFACCIONES HIDRAULICAS DE OCCIDENTE SA DE CV
912,CONSTRUSISTEMAS SUST,ENTABLES GH SA DE CV,,AVENIDA PROLONGACION AVENIDA COLON SUR,6154,,SANTA MARIA TEQUEPEX,SAN PEDRO TLAQUEPAQUE,45601,INDEPENDENCIA,INDEPENDENCIA,Jalisco,CONSTRUSISTEMAS SUSTENTABLES GH  SA DE CV
913,OPERADORA MEXICANA D,E VIDEOJUEGOS SA DE,CV,COLON,1843,,MORELOS,GUADALAJARA,44910,,,Jalisco,OPERADORA MEXICANA DE VIDEOJUEGOS  SA DE CV
914,DISTINCION EN COLCHO,NES#SA DE CV,,PEDRO LANDAZURI,733,,INDEPENDENCIA ORIENTE,GUADALAJARA,44340,CALLE,CALLE,Jalisco,DISTINCION EN COLCHONES SA DE CV
915,SEDA AUTO PARTES DE,COLISION SA DE CV,,GANTE,642,,SAN CARLOS,GUADALAJARA,44460,FRANCISCO SILVA,GABINO BARREDA,Jalisco,SEDA AUTO PARTES DE COLISION  SA DE CV
916,ENERGYMET TRANSFORMA,CION DE ENERGIAS REN,OVABLES SA DE CV,ANITA CASTRO,125,,CERRITO DE JEREZ,LEON,37530,VOLCAN DE JORULLO,CERRO DE JEREZ,Guanajuato,ENERGYMET TRANSFORMACION DE ENERGIAS RENOVABLES  SA DE CV
917,TRANSPORTES BSJ SA D,E CV,,CARR TECOMAN LA ESTACION KM 1PTO5,SN,,MIGUEL HIDALGO,TECOMAN,28110,ARBOL DE LA VIDA,AV DE LA JUVENTUD,Colima,TRANSPORTES BSJ  SA DE CV
918,CYPRO ALIMENTOS SA D,E CV,,KM 6 CARRETERA TECOMAN CHANCHOPA,SN,,CHANCHOPA,TECOMAN,28945,UNO,DOS,Colima,CYPRO ALIMENTOS  SA DE CV
919,GUBIZI SA DE CV,,,AVENIDA DEL RIO,ED 58,C 305,VILLA COAPA,TLALPAN,14390,UNO,DOS,CDMX,GUBIZI  SA DE CV
920,S R C OPROMEX SA DE,CV,,CUAUHTEMOC,14 BIS,,SAN MATEO XALPA,XOCHIMILCO,16800,5 DE FEBRERO,NIOS HEROES,CDMX,S R C OPROMEX  SA DE CV
921,35 AM S DE RL DE CV,,,PATRIOTISMO,229,PISO 8,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,3800,11 DE ABRIL,PUENTE LA MORENA,CDMX,35 AM S DE RL DE CV
922,SERVICIOS.EMPRESARIA,LES BONILLA S#A# DE,C#V#,REPUBLICA DE BOLIVIA,33,4 INT 6,CENTRO AREA 3,CUAUHTEMOC,6020,REP DE PERU,REP DE COLOMBIA,CDMX,SERVICIOS.EMPRESARIALES BONILLA  SA DE CV
923,MERCADO DE PAPAS SA,DE CV,,AV LOS ANGELES,1000 B,04:00 a. m.,GARZA CANTU,SAN NICOLAS DE LOS GARZA,66480,CALLE DIAZ DE BERLANG,DOS,Nuevo Leon,MERCADO DE PAPAS  SA DE CV
924,DISE#O ALTERNATIVO S,A DE CV,,16 DE SEPTIEMBRE,508,,CONTADERO,CUAJIMALPA DE MORELOS,5500,X,X,CDMX,DISEO ALTERNATIVO  SA DE CV
925,PASTELERIA LA SALLE,SA DE CV,,NAZARIO S ORTIZ GARZA,2880,,LOS LAGOS,SALTILLO,25253,CA 1,CA2,Coahuila,PASTELERIA LA SALLE  SA DE CV
926,SUPERCEL DEL NORTE S,A DE CV,,ANTONIO DE MONTES,6509,,PANAMERICANA,CHIHUAHUA,31107,C PRIMERO,SEGUNDO,Chihuahua,SUPERCEL DEL NORTE  SA DE CV
927,CUBIERTAS Y ENTREPIS,OS METALICOS  SA DE,CV,CLL ZEMPOALTEPETL,12,,VOLCANES,NEZAHUALCOYOTL,57450,AV PANTITLAN,AV JUAREZ,Estado de Mexico,CUBIERTAS Y ENTREPISOS METALICOS  SA DE CV
928,DISENOS Y DECORACION,ES DE BARBARA# S#A#,DE C#V#,AV LERDO,744,,PRIMERA SECCION,MEXICALI,21100,BRAVO,CALLE DEL COMERCIO,Baja California,DISENOS Y DECORACIONES DE BARBARA  SA DE CV
929,OFIMUEBLEMEX SA DE C,V,,TRIGO,191 B,,GRANJAS ESMERALDA,IZTAPALAPA,9810,CAMPESINOS,GANADEROS,CDMX,OFIMUEBLEMEX  SA DE CV
930,UNITALY PRESS SERVIC,E SA DE CV,,LERDO,5,NAVE 3,SANTA CRUZ DE ARRIBA,TEXCOCO,56120,UNO,DOS,Estado de Mexico,UNITALY PRESS SERVICE  SA DE CV
931,PURA CEPA IMPORT EXP,ORT SA DE CV,,CALLE ACCESO MZA 61,LT 61,BOG 22,SM 301,BENITO JUAREZ,77560,B LUIS DONALDO COLOSIO,ACCESO A PLAZA SANTA FE,Quintana Roo,PURA CEPA IMPORT EXPORT  SA DE CV
932,CONCRETOS Y ESTRUCTU,RAS SOTO# SA DE CV,,CORREGIDORA SUR,1176,,COL ANAHUAC,AHOME,81280,UNO,B,Sinaloa,CONCRETOS Y ESTRUCTURAS SOTO  SA DE CV
933,CONSTRUCTORA TOGASA,SA DE CV,,AV 3A PONIENTE,306,,SECTOR PONIENTE,DELICIAS,33000,TERCERA PONIENTE,CUARTA PONIENTE,Chihuahua,CONSTRUCTORA TOGASA  SA DE CV
934,AGROCAMPO PENINSULAR,# S#A# DE C#V#,,CALLE 54A X 65 Y 67,501J,,MERIDA# CENTRO,MERIDA,97000,65,67,Yucatan,AGROCAMPO PENINSULAR  SA DE CV
935,LIMPIEZA EMPRESARIAL,JIMAR  SA DE CV,,AMACUZAC,30,,SAN ANDRES TETEPILCO,IZTAPALAPA,9440,MIXQUITITLA,C CALLE,CDMX,LIMPIEZA EMPRESARIALJIMAR  SA DE CV
936,RANCHO KRONOS SA DE,CV,,MARICHE,SN,,GANADERA,EMILIANO ZAPATA,86980,USUMACINTA,MARICHE,Tabasco,RANCHO KRONOS  SA DE CV
937,MGM TECNOLOGIA DE IM,PRESION SA DE CV,,AV IGNACIO ZARAGOZA,413,B,CENTRO,COATZACOALCOS,96400,16 DE SPETIEBRE,VENUSTIANO CARRANZA,Veracruz,MGM TECNOLOGIA DE IMPRESION  SA DE CV
938,GRUPO BG5 SA DE CV,,,BOULEVARD GENERAL JUAN ALVAREZ KM 2370,SN,,PARAJE EL JAPON,ATOYAC DE ALVAREZ,40930,UNO,DOS,Guerrero,GRUPO BG5  SA DE CV
939,FLORERIA SAN FELIPE,S DE RL DE CV,,CJON DE LOS SUSPIROS,101,,CAMPESTRE LA ROSITA,TORREON,27250,,,Coahuila,FLORERIA SAN FELIPE S DE RL DE CV
940,COMPA#IA INTERNACION,AL DE LUBRICANTES S#,A# DE C#V#,CALLE 8,2698,,ZONA INDUSTRIAL,GUADALAJARA,44940,AV LOPEZ DE LEGAZPI,CALLE 5,Jalisco,COMPAIA INTERNACIONAL DE LUBRICANTES  SA DE CV
941,"VIVERES EL MOLINO,SA",DE CV,,TAMEMES,69,,CENTRAL DE ABASTO,IZTAPALAPA,9030,#,#,CDMX,"VIVERES EL MOLINO, SA DE CV"
